"","x"
"all ready to",1574
"all respect for",1590
"all rights reserved",1581
"all rolled into",1611
"all said and",1583
"all season and",1519
"all season long",1520
"all seemed to",1586
"all seems to",1589
"all seem to",1611
"all set to",1568
"all set up",1560
"all shapes and",1619
"all she wants",1520
"all should be",1567
"all so i",1522
"all so much",1561
"all sorts of",1632
"all star game",1588
"all started with",1578
"all starts with",1615
"all summer long",1566
"all thanks to",1613
"all thank you",1621
"all thats left",1568
"all there are",1530
"all there is",1590
"all there was",1551
"all three are",1506
"all three of",1577
"all three were",1481
"all throughout the",1631
"all through the",1613
"all times and",1533
"all together and",1541
"all together in",1547
"all trying to",1645
"all try to",1628
"all types of",1647
"all very well",1559
"all walks of",1652
"all wanted to",1647
"all want the",1564
"all want to",1627
"all was well",1587
"all week and",1550
"all weekend long",1561
"all week i",1525
"all week long",1530
"all well and",1617
"all went to",1611
"all went well",1591
"all will be",1633
"all with the",1599
"all worked out",1633
"all works out",1629
"all work together",1597
"all worth it",1669
"all would be",1633
"all wrapped up",1665
"all year and",1547
"all year long",1598
"all year round",1581
"almost all of",1637
"almost all the",1600
"almost an hour",1633
"almost certain to",1644
"almost done with",1631
"almost every day",1591
"almost every night",1551
"almost every time",1555
"almost exclusively on",1633
"almost forgot to",1609
"almost four years",1658
"almost half of",1655
"almost hear the",1664
"almost here and",1614
"almost impossible to",1678
"almost like a",1641
"almost like an",1579
"almost like the",1580
"almost made me",1652
"almost passed out",1694
"almost percent of",1657
"almost ready to",1677
"almost the entire",1611
"almost the same",1636
"almost three years",1656
"almost time for",1675
"almost time to",1659
"almost to the",1635
"almost twice as",1685
"almost two years",1670
"almost years ago",1635
"a load of",1700
"a loaf of",1684
"a loan to",1617
"a lobbyist for",1667
"a local hospital",1574
"a local restaurant",1540
"a local school",1534
"a lock for",1648
"alone alone alone",1714
"alone at the",1676
"alone for a",1663
"alone on the",1669
"alone or with",1666
"alone with a",1640
"along at a",1687
"a longer period",1633
"along for the",1697
"along in the",1675
"along party lines",1728
"a longterm deal",1624
"along these lines",1710
"along those lines",1713
"a longtime friend",1638
"along to the",1658
"— along with",1734
"a loose ball",1658
"a los angeles",1733
"a losing battle",1664
"a losing record",1672
"“a lot of",1735
"a lottery ticket",1683
"a loved one",1733
"a lover of",1694
"a lower court",1634
"a lower price",1627
"a low of",1621
"a low point",1609
"a low profile",1610
"al qaeda and",1667
"al qaeda in",1649
"already and i",1673
"already at the",1698
"already been done",1603
"already been made",1612
"already been to",1605
"already begun to",1705
"already following you",1713
"already has a",1686
"already has been",1643
"already in place",1655
"already in the",1708
"already knew that",1699
"already looking forward",1726
"already made the",1686
"already on the",1716
"already out of",1718
"already seen the",1689
"already so i",1705
"already sold out",1722
"already starting to",1750
"already thinking about",1748
"also able to",1772
"also accused of",1745
"also added a",1712
"also added some",1701
"also agreed to",1759
"also among the",1772
"also asked the",1698
"also at the",1737
"also available for",1690
"also available in",1699
"also because it",1692
"also been a",1685
"also believe that",1729
"also called for",1711
"also called the",1704
"also calls for",1775
"also can be",1741
"also charged with",1768
"also check out",1771
"also continue to",1781
"also contributed to",1770
"also could be",1739
"also created a",1754
"also criticized the",1765
"also decided to",1783
"also declined to",1775
"also did a",1729
"also did not",1746
"also does not",1761
"also do not",1723
"also expected to",1793
"also failed to",1783
"also features a",1739
"also find that",1723
"also for the",1734
"also from the",1739
"also get a",1745
"also get the",1718
"also get to",1699
"also gives us",1738
"also going to",1804
"also happened to",1806
"also happens to",1810
"also home to",1814
"also hope to",1756
"also if you",1783
"also important to",1791
"also in a",1689
"also include a",1762
"also included a",1732
"also included the",1722
"also includes a",1743
"also interested in",1818
"also in the",1777
"also is a",1746
"also is the",1707
"also kind of",1821
"also knew that",1790
"also known as",1823
"also known for",1707
"also know that",1804
"also learned that",1784
"also led the",1783
"also led to",1798
"also liked the",1800
"also likely to",1815
"also like the",1748
"also like to",1801
"also look at",1792
"also looking forward",1780
"also looking to",1781
"also loved the",1798
"also love that",1741
"also love the",1780
"also love to",1754
"also make a",1749
"also makes a",1754
"also makes it",1762
"also makes me",1768
"also make sure",1764
"also make the",1750
"also managed to",1850
"also may be",1786
"also means that",1804
"also needs to",1835
"also need to",1837
"also not a",1754
"also noted that",1841
"also notes that",1849
"also note that",1848
"also offers a",1796
"also one of",1852
"also on the",1827
"also part of",1864
"also picked up",1853
"also plans to",1859
"also plan to",1857
"also played a",1796
"also pointed out",1846
"also questioned the",1827
"also received a",1817
"also reported that",1823
"also responsible for",1870
"also saw the",1807
"also says that",1830
"also says the",1792
"also say that",1826
"also seemed to",1865
"also seems to",1844
"also see the",1808
"also served as",1852
"also serves as",1867
"also showed that",1826
"also shows that",1825
"also started to",1823
"also suggests that",1865
"also talked about",1878
"also tell you",1848
"also tend to",1888
"also thanks to",1863
"also there are",1854
"also think it",1804
"also think that",1833
"also think the",1802
"also to be",1762
"also told me",1809
"also told the",1835
"also took a",1824
"also to the",1802
"also tried to",1871
"also true that",1860
"also trying to",1897
"also try to",1863
"also used a",1796
"also used the",1820
"also used to",1818
"also use the",1826
"also wanted to",1894
"also wants to",1892
"also want to",1900
"also was a",1809
"also was the",1791
"also went to",1857
"also will be",1864
"also will have",1782
"also won the",1875
"also worked for",1847
"also working on",1882
"also would be",1840
"also would have",1836
"also you can",1860
"alternatives to the",1856
"alternative to the",1854
"although im not",1874
"although its not",1851
"although most of",1883
"although some of",1855
"although they are",1827
"although they were",1841
"although this is",1858
"although we are",1839
"although we have",1840
"a lucky girl",1840
"a lump sum",1891
"always and forever",1885
"always at the",1888
"always believed that",1899
"always come back",1872
"always comes back",1890
"always count on",1936
"always do that",1830
"always dreamed of",1929
"always easy to",1909
"always end up",1939
"always feel like",1890
"always felt like",1874
"always felt that",1878
"always find a",1877
"always find it",1865
"always fun to",1891
"always get a",1857
"always get the",1854
"always gives me",1930
"always glad to",1944
"always going to",1953
"always gonna be",1939
"always good to",1918
"always go to",1894
"always great to",1927
"always had a",1919
"always had an",1833
"always had the",1848
"always happy to",1948
"always interested in",1949
"always knew that",1884
"always know what",1891
"always like to",1912
"always look for",1890
"always look forward",1911
"always looking for",1955
"always looking to",1880
"always loved the",1897
"always love to",1862
"always love you",1932
"always make me",1935
"always makes me",1961
"always need to",1927
"always next year",1947
"always nice to",1969
"always on the",1944
"always ready to",1956
"always remember that",1903
"always remember to",1896
"always remember you",1884
"always reminds me",1981
"always room for",1971
"always said that",1926
"always say that",1893
"always seemed to",1964
"always seems to",1977
"always seem to",1986
"always see the",1935
"always something to",1930
"always so much",1896
"always talk about",1953
"always talking about",1983
"always talk to",1955
"always thank you",1990
"always that one",1952
"always there for",1933
"always there to",1906
"always think about",1916
"always think of",1933
"always thought i",1912
"always thought it",1905
"always thought that",1938
"always told me",1966
"always tried to",2006
"always trying to",2009
"always try to",2003
"always up for",1985
"always use a",1957
"always used to",1989
"always wake up",2011
"always wanted a",1908
"always wanted to",2004
"always want to",1998
"always will be",1991
"always willing to",2019
"am able to",2017
"am about to",2004
"a machine that",1946
"am addicted to",2019
"am afraid of",1964
"a magnet for",2001
"a magnitude earthquake",1989
"a majority in",1903
"a majority of",2012
"am all for",1959
"am also a",1919
"am amazed at",2007
"am am pm",1974
"a manner of",1958
"a manner that",1972
"a map and",1938
"a map of",1986
"am april in",2003
"a margin of",2023
"a market for",1942
"a mark of",1969
"a married couple",2002
"a married man",1959
"a martha stewart",2030
"a mass of",1988
"a master of",1994
"a master plan",1937
"a master’s degree",2034
"a masters degree",2034
"a masters in",1963
"am at a",1935
"a match made",1957
"a matter for",1884
"a matter of",2053
"am at the",2006
"am aware of",2017
"am aware that",2012
"a maximum of",2025
"a maximum sentence",1962
"amazed at how",2025
"amazed at the",2013
"amazed by the",2019
"amazes me how",2010
"amazing and i",1982
"amazing cant wait",2058
"amazing how many",1964
"amazing how much",1991
"amazing how the",1940
"amazing i am",1939
"amazing i love",1996
"amazing thanks for",2051
"amazing thank you",2068
"amazing what a",2010
"amazing what you",2001
"amazonca amazoncouk amazonde",2075
"amazoncom amazonca amazoncouk",2076
"amazoncouk amazonde amazonfr",2077
"amazonde amazonfr amazonit",2078
"amazones certain content",2079
"amazon eu associates",2050
"amazon eu this",2051
"amazonfr amazonit and",2082
"amazonit and amazones",2083
"amazon services llc",2085
"am back in",2022
"am back to",2000
"ambassador to the",2023
"am beginning to",2083
"am blessed to",2045
"am but i",2017
"am committed to",2083
"am confident that",2065
"am convinced that",2071
"am determined to",2087
"am done with",2043
"a meal for",1973
"a meal in",1974
"a means for",2053
"a means of",2049
"a means to",2048
"a measure of",2077
"a measure that",2014
"a medical condition",1977
"a medium bowl",2041
"a medium saucepan",2011
"a medley of",2098
"a meet and",2063
"a member of",2103
"a memorial service",2050
"a memorial to",2030
"a memory of",2019
"a memo to",2059
"amendments to the",2081
"amendment to the",2078
"a mental health",2029
"a mental illness",2012
"a mentally ill",2087
"a mentor to",2051
"amen to that",2112
"a menu of",2038
"a menu that",2046
"america and the",2036
"america for the",2057
"america has been",2050
"america in the",2051
"america is a",2030
"america is not",2010
"america is the",2007
