"","x"
"brim with",1574
"brink of",1613
"brisk walk",1540
"bristolmyers squibb",1615
"bristol palin",1549
"britains ftse",1530
"britney spears",1603
"brittney griner",1586
"broadcasting live",1519
"broadcasting the",1513
"broaden the",1573
"broadview heights",1619
"broccoli and",1551
"brock lesnar",1539
"brock osweiler",1540
"brodeur said",1560
"broker and",1529
"broker who",1526
"bronze medal",1545
"bronze star",1517
"brookings institution",1618
"brook lopez",1520
"brook park",1587
"brooks and",1527
"brooks said",1532
"bros and",1537
"broth and",1576
"brotherhood and",1552
"brotherhood of",1573
"broth to",1529
"broth with",1516
"broward county",1609
"browned and",1590
"browne said",1616
"brownie batter",1551
"brownie points",1556
"brownies and",1552
"brownies are",1541
"browser and",1547
"browse the",1578
"browse through",1582
"browsing the",1590
"browsing through",1561
"bruins are",1548
"bruised and",1578
"bruise on",1622
"bruises and",1590
"bruises on",1594
"brunner said",1596
"bruno mars",1603
"bruno said",1557
"brunswick —",1593
"brunswick and",1553
"brunt of",1673
"brushes and",1603
"brushing my",1594
"brussel sprouts",1678
"brussels sprouts",1641
"brutal and",1552
"brut rosé",1622
"bryan and",1548
"bryan bennett",1539
"bryan cranston",1536
"bryce harper",1654
"bryn mawr",1661
"bs and",1552
"btu inspiration",1683
"bubba watson",1634
"bubbles and",1582
"bubbles are",1563
"buchanan said",1620
"buck and",1560
"bucked the",1659
"bucket and",1577
"bucket list",1644
"bucket of",1617
"buckets and",1597
"buckets of",1637
"buckeye state",1621
"buckingham palace",1672
"buckle up",1645
"buck showalter",1560
"buddies and",1581
"budgets and",1617
"buds and",1599
"buena vista",1688
"buenos aires",1698
"buenos dias",1642
"buffett rule",1638
"buffy the",1655
"bugging me",1679
"buick lacrosse",1649
"builders and",1602
"builders are",1603
"buildup of",1663
"bulbs and",1609
"bulk of",1691
"bulletin board",1671
"bullets and",1631
"bullied and",1626
"bullies and",1645
"bullpen and",1607
"bullpen has",1588
"bullpen is",1589
"bullshit and",1591
"bullshit i",1580
"bullshit on",1573
"bullying and",1636
"bullying is",1605
"bummer i",1630
"bumped into",1675
"bumped up",1634
"bumper sticker",1680
"bumper stickers",1651
"bumping into",1670
"bumps and",1647
"bumps in",1662
"bunches of",1696
"bundled up",1690
"bundle of",1699
"bundles of",1718
"bundle up",1649
"bundt pan",1693
"bunker hill",1677
"bunnies and",1650
"bunny and",1634
"bunny is",1607
"buns and",1660
"buoyed by",1729
"burdened by",1697
"burdened with",1719
"bureaucracy and",1673
"burgers and",1678
"burgers are",1619
"burgers for",1613
"burglary a",1644
"burglary and",1672
"burial will",1661
"burke and",1646
"burke said",1661
"burlington county",1689
"burns and",1634
"burns said",1620
"burnt my",1648
"burnt out",1670
"burrito and",1658
"burritos and",1691
"bursting into",1680
"bursting with",1728
"bursts of",1734
"burton and",1650
"burton said",1666
"burying the",1707
"bury the",1710
"busch gardens",1667
"busch stadium",1728
"buses and",1686
"buses are",1668
"buses to",1654
"bushera tax",1760
"bushes and",1701
"busier than",1721
"busiest day",1694
"businessman and",1687
"businessman who",1683
"busted for",1668
"busted out",1692
"buster posey",1723
"busting out",1719
"bustle of",1756
"butch cassidy",1714
"butler and",1666
"butler is",1653
"butler said",1657
"butterflies and",1708
"butterflies in",1668
"butterfly and",1670
"butternut squash",1795
"butting heads",1777
"buyer and",1681
"buyer for",1693
"buyer is",1671
"buys a",1710
"buys the",1693
"buzzing with",1719
"bye bye",1724
"bye to",1668
"bye week",1657
"bygone era",1772
"bynum and",1705
"bypass surgery",1729
"bypass the",1730
"byproduct of",1799
"byrne said",1734
"byron scott",1751
"ca and",1657
"cabbage and",1737
"cabernet sauvignon",1788
"cabin and",1689
"cabinet and",1700
"cabinets and",1752
"cabinets in",1712
"cabin fever",1686
"cabin in",1765
"cables and",1746
"cabrera and",1733
"cache of",1759
"cactus league",1736
"cadre of",1822
"caesar salad",1770
"caesars palace",1750
"café and",1727
"cafes and",1766
"caffeine and",1732
"caffeine is",1715
"cage and",1727
"calcium and",1745
"calculated that",1740
"calculated to",1741
"calculate how",1755
"calculate the",1800
"calculating the",1766
"caleb and",1744
"calendars and",1755
"calendars for",1761
"caliber handgun",1755
"caliber of",1768
"caller id",1744
"caller reported",1749
"calmed down",1825
"calming effect",1767
"calvin johnson",1777
"calvin klein",1774
"cam and",1729
"camby and",1753
"camby said",1768
"camden county",1772
"camden yards",1789
"camelback road",1811
"camino real",1825
"cam newton",1784
"campaigned for",1801
"campaigned in",1786
"campaigned on",1790
"campaigning for",1802
"campaigning in",1773
"camped out",1823
"camps and",1785
"camps for",1733
"camps in",1760
"campuses and",1764
"canadian and",1710
"canadian company",1711
"canadian government",1708
"canal and",1778
"canals and",1819
"cancellation of",1815
"cancelled the",1760
"cancers and",1786
"candies and",1806
"candle and",1775
"candle in",1768
"candlelight vigil",1839
"candles and",1806
"candles are",1759
"candle to",1777
"cane and",1802
"canned food",1789
"canned goods",1800
"canned tomatoes",1764
"cannes film",1815
"canola oil",1879
"canon d",1794
"canopy of",1827
"cans and",1801
"cans of",1832
"cans to",1756
"canton ohio",1797
"canvas and",1769
"canvas with",1774
"canyon and",1754
"canyon road",1773
"“can you",1847
"capabilities and",1813
"capabilities in",1794
"capabilities of",1812
"capability and",1813
"capability of",1813
"capability to",1848
"capable and",1744
"capable of",1905
"capers and",1854
"capitalism and",1820
"capitalism is",1815
"capitalism with",1798
"capitalized on",1875
"capitalize on",1909
"capitalizing on",1912
"captains of",1827
"captivated by",1884
"captures the",1887
"capturing a",1826
"capturing the",1881
"caramel and",1808
"caramel apple",1790
"caramelized onions",1867
"caramel sauce",1808
"caravan of",1845
"carbohydrate g",1926
"carbohydrates and",1849
"carbohydrates g",1885
"carbonation and",1876
"carbs and",1851
"cardboard and",1827
"cardboard box",1848
"cardboard boxes",1840
"cardiac arrest",1894
"cardinal ritter",1814
"cardio and",1840
"cardiovascular disease",1872
"cardstock and",1859
"cardstock for",1813
"cardstock i",1818
"cared about",1880
"cared for",1904
"careerhigh points",1877
"careers and",1831
"careers in",1844
"careers of",1826
"cargo and",1828
"caribbean and",1824
"caring about",1853
"caring and",1829
"caring for",1906
"carl crawford",1803
"carl perkins",1812
"carls jr",1941
"carlson said",1879
"carly rae",1875
"carmelo anthony",1950
"carmel valley",1873
"carne asada",1945
"carnegie hall",1894
"carnegie mellon",1862
"carney said",1925
"carnival of",1855
"caron butler",1929
"carpal tunnel",1966
"carpe diem",1956
"carpenter said",1849
"carpenter who",1845
"carriage house",1905
"carrie ann",1894
"carrier and",1842
"carriers and",1863
"carriers to",1864
"carrie underwood",1888
"carrot and",1885
"carrot cake",1916
"carson and",1867
"carson palmer",1861
"cart and",1877
"carte blanche",1925
"carted off",1964
"carter and",1874
"carter is",1847
"carter said",1860
"carton of",1931
"cartoon characters",1881
"cartoon network",1887
"carts and",1910
"carved in",1894
"carved into",1888
"carved out",1937
"carve out",1960
"cary grant",1925
"casa de",1903
"casa grande",1912
"cascade of",1905
"casebycase basis",1994
"casey and",1868
"casey anthony",1915
"casey said",1867
"cashed in",1975
"cashier at",1934
"cashing in",1971
"cashman said",1960
"casinos and",1902
"casinos in",1916
"casserole dish",1948
"cassidy and",1937
"casts a",1958
"casual and",1884
"casual conversation",1872
"catalina island",1954
"catalog and",1907
"catalog of",1917
"catalyst for",1982
"catcher in",1910
"catcher yadier",1903
"catered to",1984
"catering and",1927
"catering for",1905
"catering to",1960
"caters to",2021
"cater to",2013
"cathedral and",1917
"cathedral in",1902
"cathedral of",1907
"catholics and",1946
"cattle and",1937
"caucuses in",1937
"cauliflower and",1961
"caution and",1915
"cautionary tale",2022
"cautioned that",2009
"caution that",1937
"caution to",1932
"cautious about",1960
"cautious and",1936
"cautiously optimistic",1997
"cave and",1929
"cave creek",1919
"caved in",1998
"cavs are",1924
"cayenne and",1967
"cayenne pepper",2022
"cc sabathia",1890
"cds and",1967
"cds are",1921
"cds for",1918
"ceased to",2028
"ceases to",2047
"cease to",2023
"cedar fair",1964
"cedar point",1958
"cedar rapids",1941
"cee lo",2053
"ceilings and",1982
"celebrates its",1972
"celebrates the",2007
"celebrations and",1950
"celebrations in",1944
"celebrations of",1955
"celebrity and",1912
"celebrity apprentice",1941
"celebrity chef",1920
"celery and",1988
"celery in",1944
"celery root",1967
"celiac disease",2054
"celine dion",2045
"cellphone and",1946
"cellphones and",1989
"celtics and",1947
"celtics are",1937
"celtics game",1946
"cemetery in",1976
"census bureau",2017
"census data",1977
"census figures",1957
"centered around",2019
"centered in",1991
"centered on",2033
"centerpiece of",2063
"ceos and",1999
"cereal and",1990
"cereal for",1956
"cereal in",1953
"cerebral palsy",2058
"ceremonies and",2003
"certainty of",1983
"certainty that",2023
"certification and",1985
"cervical cancer",2076
"cesar chavez",2052
"cest la",2060
"cha cha",2008
"chad and",1990
"chad buchanan",1981
"chad henne",1976
"chado kick",2105
"chagrin falls",2066
"chains and",2011
"chains to",1973
"chaired by",2077
"chaired the",2057
"chairwoman of",2074
"chai tea",2042
"chaka khan",2093
"chalk it",2015
"challenger to",2004
"chambers and",2012
"chambers of",2011
"champagne and",2024
"champagne to",1979
"champagne toast",1974
"championed by",2053
"championed the",2063
"chancellor angela",2031
"chancellor of",2035
"channels and",2028
"channels of",1982
"channels to",1998
"channing tatum",2100
"chants of",2066
"chaotic and",2053
"chapel hill",2057
"chapel in",2009
"characteristic of",2093
"characteristics and",2027
"characteristics of",2091
"characteristics that",2028
"characterization of",2104
"characterized as",2060
"characterized by",2095
"characterized the",2078
"chard and",2071
"charger and",2042
"charisma and",2083
"charitable foundation",2036
"charities and",2051
"charleston sc",2082
"charlize theron",2137
"charm and",2061
"charmed by",2092
"charming and",2058
"charm of",2044
"charm to",2017
"chased by",2075
"chased him",2046
"chased the",2053
"chats with",2076
"chatted about",2055
"chatted with",2117
"chatter about",2057
"chatter and",2058
"chatting about",2037
"chatting and",2054
"chatting with",2121
"chauncey billups",2145
"chavez and",2060
"cheat and",2037
"cheated and",2056
"cheated on",2128
"cheating is",2037
"cheating on",2107
"cheat on",2094
"cheat sheet",2057
"checkin on",2067
"checkin out",2064
"checkout our",2054
"checkout the",2073
"cheddar and",2071
"cheddar cheese",2122
"cheek and",2088
"cheeks and",2098
"cheered me",2077
"cheered on",2082
"cheered the",2079
"cheerful and",2097
"cheery lynn",2119
"cheeseburger and",2109
"cheesecake factory",2100
"cheeses and",2105
"cheesy but",2065
"chefowner of",2147
"chelsea and",2075
"cheltenham festival",2141
"cheltenham gold",2135
"chemical reaction",2047
"chemicals and",2096
"chemicals in",2098
"chemicals that",2080
"chemotherapy and",2114
"chenin blanc",2182
"cherish and",2104
"cherish every",2105
"cherish the",2117
"cherokee and",2110
"cherokee street",2107
"cherries and",2136
"cheryl miller",2091
"chesapeake bay",2155
"chesapeake energy",2107
"chesterfield mall",2112
"chevrolet volt",2123
"chevy chase",2116
"chevy volt",2125
"chewing gum",2139
"chewing on",2144
"chew on",2144
"cheyenne mountain",2177
"chez panisse",2171
"chia seeds",2168
"chickens and",2141
"chickens in",2090
"chickpeas and",2172
"chicks and",2091
"chicks are",2081
"chicks in",2090
"chiefs of",2119
"childish gambino",2143
"children’s book",2092
"children’s books",2114
"children’s hospital",2106
"childs life",2091
"childs play",2092
"chile and",2126
"chile follow",2108
"chiles and",2160
"chile sauce",2095
"chilled out",2129
"chillies and",2173
"chilli powder",2154
"chimed in",2232
"chime in",2217
"chi minh",2124
"chin and",2162
"chin in",2113
"chin up",2118
"chipped in",2206
"chipper jones",2210
"chipping away",2204
"chi town",2141
"chivas usa",2201
"chives and",2194
"chk out",2220
"chock full",2250
"chockfull of",2250
"chocolates and",2167
"choir and",2160
"choked up",2188
"choke on",2171
"cholesterol and",2159
"cholesterol g",2189
"cholesterol mg",2197
"chooses not",2150
"chooses to",2226
"chop it",2146
"chopping block",2206
"chops and",2175
"chops to",2146
"chop the",2178
"chords and",2201
"chores and",2177
"chorus and",2158
"chorus line",2135
"chorus of",2204
"christianity and",2162
"christianity is",2184
"christie’s proposed",2156
"christina aguilera",2190
"christopher hitchens",2121
"christopher nolan",2130
"christopher plummer",2111
"chrome and",2156
"chronicle of",2167
"chronicle press",2155
"chronicles of",2211
"chronicles the",2196
"chronological order",2253
"chsaa class",2245
"chula vista",2285
"chunk of",2275
"chunks and",2172
"chunks of",2258
"churchill downs",2226
"churned out",2273
"churning out",2241
"cia and",2210
"cider and",2194
"cider vinegar",2224
"cigarettes and",2222
"cigars and",2218
"cilantro and",2221
"cinco de",2299
"cindy and",2186
"cinema and",2170
"cinema is",2167
"circled the",2247
"circling the",2241
"circuit court",2257
"circuit judge",2217
"circulation of",2208
"circumstantial evidence",2272
"circus and",2185
"circus in",2166
"cirque du",2284
"cisco systems",2263
"cite a",2233
"cites a",2234
"cites the",2246
"cite the",2227
"citi field",2264
"citigroup inc",2250
"citing a",2238
"citing the",2254
"citizenship and",2229
"citizenship for",2215
"citrus and",2205
"citrus fruit",2184
"citrus trees",2185
"civilians and",2238
"civilians in",2213
"cj watson",2245
"cj wilson",2246
"clackamas county",2302
"clad in",2296
"clair county",2275
"clam chowder",2282
"clamoring for",2319
"clams and",2257
"clap clap",2241
"clap your",2254
"clara county",2267
"clarence clemons",2262
"clarify that",2232
"clarify the",2239
"clarity about",2210
"clarity and",2265
"clarity of",2258
"clashed with",2325
"clashes between",2269
"clashes with",2287
"clash of",2301
